SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,04,경상북도 영천시,4,경상북도교육청,경상북도교육청,R100000001,163019790,N,1216955420,복식부기,결산세출,387450593,163367930,1598120289,50219840,802474840,S150000773,1793598780,42008214.2,R100000001,16,특성화고등학교,N,경북휴먼테크고등학교,
,사립,04,경상북도 안동시,,경상북도교육청,경상북도교육청,R100000001,171152760,N,3108987650,복식부기,결산세출,353215380,379895290,90620900,434462830,1155859770,S150000776,4019079820,25098900.3,R100000001,16,일반고등학교,N,길원여자고등학교,
고,사립,04,경상북도 김천시,4,경상북도교육청,경상북도교육청,R100000001,87430000,N,5431100970,복식부기,결산세출,329665030,382250832,1216578674,687427280,4321020045,S150000777,3770161022,25795920.3,R100000001,16,자율고등학교,N,김천고등학교,
고,사립,04,경상북도 김천시,4,경상북도교육청,경상북도교육청,R100000001,41212000,N,2270775510,복식부기,결산세출,339083526,237007060,527231000,258333502,724598610,S150000782,1660719020,30447036.3,R100000001,16,일반고등학교,N,김천예술고등학교,
,사립,04,경상북도 고령군,,경상북도교육청,경상북도교육청,R100000001,8765000,N,813287990,복식부기,결산세출,317355190,345655570,80225180,222301796,857547730,S150000790,2709101320,16997586.6,R100000001,16,일반고등학교,N,대가야고등학교,
고,사립,04,경상북도 경산시,4,경상북도교육청,경상북도교육청,R100000001,156041340,N,4040940880,미지정,결산세출,432873035,481490476,374901640,652900570,2387726241,S150000791,4048315710,21170353.4,R100000001,16,일반고등학교,N,대구가톨릭대학교사범대학부속무학고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,77551000,N,0,복식부기,결산세출,480517753,1586376114,263910474,513971733,1616603802,S150000793,5333683920,17259816.1,R100000001,16,일반고등학교,N,대동고등학교,
고,사립,04,경상북도 영주시,4,경상북도교육청,경상북도교육청,R100000001,126829000,N,1211696920,복식부기,결산세출,366663360,264644590,111670730,445037133,1523339610,S150000794,2503237270,24543515.4,R100000001,16,일반고등학교,N,대영고등학교,
고,사립,04,경상북도 예천군,4,경상북도교육청,경상북도교육청,R100000001,41168400,N,968771690,복식부기,결산세출,276719612,366584883,152354210,438751337,907590291,S150000797,2327470800,24032505.4,R100000001,16,일반고등학교,N,대창고등학교,
고,사립,04,경상북도 구미시,4,경상북도교육청,경상북도교육청,R100000001,102732920,N,994783464,미지정,결산세출,407531189,322714206,592587690,440969613,1218057655,S150000798,2762822440,18953460.3,R100000001,16,일반고등학교,N,도개고등학교,
고,사립,04,경상북도 영주시,4,경상북도교육청,경상북도교육청,R100000001,196020000,N,901913510,복식부기,결산세출,538648811,102082640,1257565310,182817970,1362705559,S150000804,3039681110,27271348.6,R100000001,16,특성화고등학교,N,한국미래산업고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,152288000,N,1369244914,미지정,결산세출,357450390,1687429099,269266132,594748427,1528457731,S150000805,4969576970,18777425.5,R100000001,16,일반고등학교,N,동지고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,75747190,N,1467432029,복식부기,결산세출,407831900,750585955,163845012,1011028584,1467374054,S150000806,5311777630,19027897.1,R100000001,16,일반고등학교,N,동지여자고등학교,
,사립,04,경상북도 성주군,,경상북도교육청,경상북도교육청,R100000001,244377400,N,4064838530,복식부기,결산세출,260592710,663656150,752143660,304552630,821262820,S150000810,1843786740,48406544.0,R100000001,16,특성화고등학교,N,명인고등학교,
고,사립,04,경상북도 청도군,4,경상북도교육청,경상북도교육청,R100000001,246277870,N,878377370,복식부기,결산세출,456276510,608916437,75001310,677356582,1166354640,S150000811,2530641920,19412873.2,R100000001,16,일반고등학교,N,모계고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,195988000,N,326341010,미지정,결산세출,186315320,192270160,36492410,81645430,432899534,S150000812,1121046620,42180303.0,R100000001,16,일반고등학교,N,무산고등학교,
고,사립,04,경상북도 문경시,4,경상북도교육청,경상북도교육청,R100000001,1390547000,N,1633455780,복식부기,결산세출,461928418,754257470,139998460,288076230,948859370,S150000816,3383562850,26629247.3,R100000001,16,일반고등학교,N,문경여자고등학교,
고,사립,04,경상북도 경산시,4,경상북도교육청,경상북도교육청,R100000001,40000000,N,2324748320,복식부기,결산세출,342661139,722071945,59214260,658331387,1471818125,S150000818,3339127931,20040208.3,R100000001,16,일반고등학교,N,문명고등학교,
고,사립,04,경상북도 문경시,4,경상북도교육청,경상북도교육청,R100000001,63252000,N,2289589260,미지정,결산세출,547186108,399938830,523984470,540169807,1023051790,S150000819,3353354260,26091124.0,R100000001,16,일반고등학교,N,문창고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,234616000,N,2025256000,복식부기,결산세출,502192290,404947310,261321300,667798980,1682527860,S150000820,4611192600,17699918.8,R100000001,16,일반고등학교,N,문화고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,66588953,N,1025103520,복식부기,결산세출,365177083,205108150,111730170,682469214,866039155,S150000838,1446528790,25098658.1,R100000001,16,특성화고등학교,N,삼성생활예술고등학교,
고,사립,04,경상북도 상주시,4,경상북도교육청,경상북도교육청,R100000001,54638000,N,1088830270,복식부기,결산세출,313772070,342613720,448715631,474269277,1238633421,S150000841,3292093320,18988391.9,R100000001,16,일반고등학교,N,상주고등학교,
,사립,04,경상북도 상주시,,경상북도교육청,경상북도교육청,R100000001,0,N,693672650,복식부기,결산세출,459348766,634896510,488023120,1850050316,2303926930,S150000842,4325362480,20723084.3,R100000001,16,특성화고등학교,N,상주공업고등학교,
고,사립,04,경상북도 상주시,4,경상북도교육청,경상북도교육청,R100000001,358367220,N,300615650,복식부기,결산세출,309044710,2569890813,263537678,420302610,1378108536,S150000844,3340204550,25838357.7,R100000001,16,일반고등학교,N,우석여자고등학교,
고,사립,04,경상북도 상주시,4,경상북도교육청,경상북도교육청,R100000001,134065000,N,2257716710,복식부기,결산세출,374540440,370075929,66568950,859400996,932121065,S150000846,2738330040,37905976.1,R100000001,16,특성화고등학교,N,상지미래경영고등학교,
,사립,04,경상북도 경주시,,경상북도교육청,경상북도교육청,R100000001,114020060,N,1019729163,복식부기,결산세출,491372799,1232726066,422881655,573218576,1991361450,S150000847,4191061590,19190002.6,R100000001,16,일반고등학교,N,선덕여자고등학교,
고,사립,04,경상북도 영주시,4,경상북도교육청,경상북도교육청,R100000001,243589946,N,2290316390,복식부기,결산세출,371497968,900916990,1261407567,375261870,1110062320,S150000852,1929160210,33133645.6,R100000001,16,특성화고등학교,N,한국국제조리고등학교,
고,사립,04,경상북도 영천시,4,경상북도교육청,경상북도교육청,R100000001,120955000,N,511662890,복식부기,결산세출,387879750,205750480,120785720,342950120,873842050,S150000853,2720319670,16359584.1,R100000001,16,일반고등학교,N,동국대학교사범대학부속선화여자고등학교,
,사립,04,경상북도 김천시,,경상북도교육청,경상북도교육청,R100000001,68059000,N,1263138150,복식부기,결산세출,332769340,245397780,150748260,529381580,1205355750,S150000855,2832705150,19666335.3,R100000001,16,일반고등학교,N,성의고등학교,
고,사립,04,경상북도 김천시,4,경상북도교육청,경상북도교육청,R100000001,49736000,N,91298930,복식부기,결산세출,426800840,144224840,154159359,293030601,1214802100,S150000856,2546937850,19073606.7,R100000001,16,일반고등학교,N,성의여자고등학교,
고,사립,04,경상북도 안동시,4,경상북도교육청,경상북도교육청,R100000001,0,N,978157440,복식부기,결산세출,378035851,105848520,32332000,180911768,436555440,S150000865,1840642477,30171629.7,R100000001,16,일반고등학교,N,성창여자고등학교,
,사립,04,경상북도 안동시,,경상북도교육청,경상북도교육청,R100000001,10074180,N,1556887400,복식부기,결산세출,388664670,158711220,123295340,458620170,835277430,S150000866,2998215600,20153537.1,R100000001,16,일반고등학교,N,성희여자고등학교,
고,사립,04,경상북도 포항시 남구,4,경상북도교육청,경상북도교육청,R100000001,18230000,N,759959180,복식부기,결산세출,354483774,328912080,97890240,483067306,1113301921,S150000867,5090171260,14023836.3,R100000001,16,일반고등학교,N,세명고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,4087000,N,1028343370,복식부기,결산세출,243934772,250773020,50257440,935628604,629504432,S150000868,3057519440,25306318.7,R100000001,16,일반고등학교,N,세화고등학교,
,사립,04,경상북도 칠곡군,,경상북도교육청,경상북도교육청,R100000001,376358000,N,53759870,복식부기,결산세출,545301360,358334530,388380770,559656510,1644627160,S150000874,4299333570,14256068.9,R100000001,16,일반고등학교,N,순심고등학교,
,사립,04,경상북도 칠곡군,,경상북도교육청,경상북도교육청,R100000001,200687800,N,323639710,미지정,결산세출,526783899,249057300,223562320,247761650,1351544957,S150000875,3241995530,14400527.5,R100000001,16,일반고등학교,N,순심여자고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,37757000,N,4151796870,복식부기,결산세출,351363765,313748360,308275430,359509792,1227074723,S150000879,3279572960,27936208.6,R100000001,16,일반고등학교,N,신라고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,45547057,N,3040789618,복식부기,결산세출,587424045,392462141,1379779196,2912525952,1735926060,S150000880,5603458500,31146651.9,R100000001,16,특성화고등학교,N,신라공업고등학교,
,사립,04,경상북도 경주시,,경상북도교육청,경상북도교육청,R100000001,71182000,N,412488480,복식부기,결산세출,372384090,236974260,146617300,406575820,1165891240,S150000885,3016947130,18272916.4,R100000001,16,일반고등학교,N,경주예일고등학교,
고,사립,04,경상북도 안동시,4,경상북도교육청,경상북도교육청,R100000001,161029690,N,720887250,복식부기,결산세출,315406150,200589190,1490826940,753700240,1144195630,S150000893,3577758550,21392311.1,R100000001,16,특성화고등학교,N,경북하이텍고등학교,
고,사립,04,경상북도 안동시,4,경상북도교육청,경상북도교육청,R100000001,555975000,N,110000000,복식부기,결산세출,385568166,680923188,224009460,225410920,1633261789,S150000897,3115221590,17954326.7,R100000001,16,일반고등학교,N,안동중앙고등학교,
,사립,04,경상북도 영주시,,경상북도교육청,경상북도교육청,R100000001,67337460,N,1983562040,복식부기,결산세출,416969290,335827950,277194640,504329190,1233328120,S150000901,3494403790,20992304.2,R100000001,16,일반고등학교,N,영광고등학교,
고,사립,04,경상북도 영주시,4,경상북도교육청,경상북도교육청,R100000001,749552800,N,4388173660,미지정,결산세출,511853509,310134000,124565480,290643260,1261634320,S150000902,3659704640,24240904.9,R100000001,16,일반고등학교,N,영광여자고등학교,
고,사립,04,경상북도 경산시,4,경상북도교육청,경상북도교육청,R100000001,106423000,N,1371766790,복식부기,결산세출,263715087,256789050,156610780,253024940,1378223462,S150000903,1262264940,31954544.6,R100000001,16,일반고등학교,N,영남삼육고등학교,
고,사립,04,경상북도 영덕군,4,경상북도교육청,경상북도교육청,R100000001,86488000,N,479590880,복식부기,결산세출,136283450,228166510,42982990,171881690,616995000,S150000904,1954348330,29733894.8,R100000001,16,일반고등학교,N,영덕여자고등학교,
고,사립,04,경상북도 영천시,4,경상북도교육청,경상북도교육청,R100000001,334911770,N,2844564450,미지정,결산세출,290871777,398532870,154618560,348336354,1373285780,S150000906,3227045320,24581279.1,R100000001,16,일반고등학교,N,영동고등학교,
고,사립,04,경상북도 안동시,4,경상북도교육청,경상북도교육청,R100000001,262317160,N,1963085840,미지정,결산세출,333191860,260967030,1061829490,715838820,659471030,S150000907,2438847690,45535792.4,R100000001,16,특성화고등학교,N,예일메디텍고등학교,
고,사립,04,경상북도 영양군,4,경상북도교육청,경상북도교육청,R100000001,65403830,N,1260303860,복식부기,결산세출,337831050,102455020,364043955,145476320,574402860,S150000909,2067945470,31524758.8,R100000001,16,일반고등학교,N,영양여자고등학교,
고,사립,04,경상북도 포항시 남구,4,경상북도교육청,경상북도교육청,R100000001,117190770,N,188296710,복식부기,결산세출,315825944,253130120,133754320,505851792,570925300,S150000910,4007999360,12588789.9,R100000001,16,일반고등학교,N,영일고등학교,
,사립,04,경상북도 영주시,,경상북도교육청,경상북도교육청,R100000001,162689750,N,3897935770,미지정,결산세출,432569790,535254200,30841860,428720990,550717270,S150000912,2409355520,39477033.4,R100000001,16,일반고등학교,N,한국철도고등학교,
고,사립,04,경상북도 영주시,4,경상북도교육청,경상북도교육청,R100000001,120748000,N,1171304050,복식부기,결산세출,494625298,351119950,1037615200,1991580400,1575847390,S150000914,2801615080,30888205.1,R100000001,16,특성화고등학교,N,경북항공고등학교,
,사립,04,경상북도 영천시,,경상북도교육청,경상북도교육청,R100000001,0,N,1298712510,미지정,결산세출,363819346,205201110,802176330,790639690,945967403,S150000920,1819135481,34395866.7,R100000001,16,특성화고등학교,N,영천전자고등학교,
고,사립,04,경상북도 영천시,4,경상북도교육청,경상북도교육청,R100000001,266474500,N,2214912670,복식부기,결산세출,189603390,486719660,206674710,276709190,1462747840,S150000923,2565384850,29271858.1,R100000001,16,일반고등학교,N,영천성남여자고등학교,
,사립,04,경상북도 구미시,,경상북도교육청,경상북도교육청,R100000001,60128000,N,729400,복식부기,결산세출,507385031,1978073460,619174845,706490065,2425557570,S150000931,5457952240,16015654.8,R100000001,16,일반고등학교,N,오상고등학교,
고,사립,04,경상북도 포항시 남구,4,경상북도교육청,경상북도교육청,R100000001,48268000,N,2010095012,미지정,결산세출,585790978,683661346,137398310,687922451,1525424765,S150000934,4748869101,18554145.8,R100000001,16,일반고등학교,N,오천고등학교,
고,사립,04,경상북도 상주시,4,경상북도교육청,경상북도교육청,R100000001,25017000,N,3394223980,복식부기,결산세출,388393357,855964290,1087746030,478751824,631373330,S150000936,2518295520,53294121.2,R100000001,16,특성화고등학교,N,경북자연과학고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,81301000,N,17800000,복식부기,결산세출,399931120,1285021460,40252450,546261210,1367025530,S150000941,5982124840,17203040.0,R100000001,16,일반고등학교,N,유성여자고등학교,
고,사립,04,경상북도 의성군,4,경상북도교육청,경상북도교육청,R100000001,78787000,N,431272280,복식부기,결산세출,222715573,192927970,247618650,251196110,676051280,S150000944,1822679290,24988841.7,R100000001,16,일반고등학교,N,의성고등학교,
고,사립,04,경상북도 청도군,4,경상북도교육청,경상북도교육청,R100000001,732851000,N,837866940,미지정,결산세출,300412450,516942784,130599050,582445623,1720797990,S150000949,3227860965,21017694.0,R100000001,16,일반고등학교,N,이서고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,48177000,N,624402484,미지정,결산세출,256229265,107987286,227507290,97991640,496026420,S150000956,1081984020,42004362.9,R100000001,16,특성화고등학교,N,포항보건고등학교,
고,사립,04,경상북도 경산시,4,경상북도교육청,경상북도교육청,R100000001,98563000,N,2568655770,복식부기,결산세출,500019020,290205190,283054760,615033288,1777885780,S150000961,3220320760,17516362.5,R100000001,16,일반고등학교,N,진량고등학교,
고,사립,04,경상북도 청도군,4,경상북도교육청,경상북도교육청,R100000001,19227000,N,3231349050,복식부기,결산세출,414577436,412656161,129230000,837847214,1053080240,S150000964,2297992300,30201292.8,R100000001,16,일반고등학교,N,청도고등학교,
고,사립,04,경상북도 청송군,4,경상북도교육청,경상북도교육청,R100000001,320110000,N,2050180900,미지정,결산세출,298742596,112913310,15829790,190661830,281071541,S150000968,1178935500,222422273.4,R100000001,16,특성화고등학교,N,경북골프경영고등학교,
고,사립,04,경상북도 청송군,4,경상북도교육청,경상북도교육청,R100000001,57718450,N,626591250,미지정,결산세출,282776956,229297990,337630300,159751668,183309570,S150000969,1453367340,54597434.8,R100000001,16,일반고등학교,N,청송여자종합고등학교,
고,사립,04,경상북도 경주시,4,경상북도교육청,경상북도교육청,R100000001,51771000,N,1507002020,복식부기,결산세출,281575350,649237865,358482380,593199585,781914650,S150000977,2640169220,30503787.0,R100000001,16,특성화고등학교,N,효청보건고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,63195000,N,2558359760,복식부기,결산세출,329871740,426977630,470180170,526776250,1616016810,S150000989,4636650530,24320430.0,R100000001,16,일반고등학교,N,포항영신고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,48247380,N,1695556664,미지정,결산세출,155484496,436068529,677345740,368440087,905120779,S150000990,2192046710,24354550.3,R100000001,16,일반고등학교,N,포항예술고등학교,
고,사립,04,경상북도 포항시 남구,4,경상북도교육청,경상북도교육청,R100000001,8717000,N,2316301010,복식부기,결산세출,520720753,471505666,266653950,451915995,1948436129,S150000991,3952986390,20964634.8,R100000001,16,일반고등학교,N,포항동성고등학교,
,사립,04,경상북도 포항시 남구,,경상북도교육청,경상북도교육청,R100000001,19179000,N,0,복식부기,결산세출,752069134,575522199,1142552528,374893686,3337765264,S150000992,5961474250,12939846.9,R100000001,16,자율고등학교,N,포항제철고등학교,
고,사립,04,경상북도 포항시 남구,4,경상북도교육청,경상북도교육청,R100000001,48411000,N,156984340,복식부기,결산세출,1122987348,550405370,1490123553,1731653674,3640609132,S150000993,6451361340,28030508.8,R100000001,16,특수목적고등학교,N,포항제철공업고등학교,
,사립,04,경상북도 포항시 북구,,경상북도교육청,경상북도교육청,R100000001,69875000,N,0,복식부기,결산세출,510074441,1173861170,132254860,672994670,1095829888,S150000994,5227311610,15917924.1,R100000001,16,일반고등학교,N,포항중앙고등학교,
고,사립,04,경상북도 포항시 북구,4,경상북도교육청,경상북도교육청,R100000001,749375000,N,0,미지정,결산세출,357743185,1389405900,140469144,766411179,1027510196,S150000995,5268606070,17106738.4,R100000001,16,일반고등학교,N,포항중앙여자고등학교,
,사립,04,경상북도 안동시,,경상북도교육청,경상북도교육청,R100000001,80217230,N,1226645710,미지정,결산세출,440702890,330410980,292783660,408486248,1737306571,S150000999,2263444100,23379301.3,R100000001,16,일반고등학교,N,풍산고등학교,
고,사립,04,경상북도 경산시,4,경상북도교육청,경상북도교육청,R100000001,107643000,N,616484869,미지정,결산세출,436129675,528687390,148885850,314379550,1963924171,S150001001,3585158910,15846282.7,R100000001,16,일반고등학교,N,하양여자고등학교,
고,사립,04,경상북도 김천시,4,경상북도교육청,경상북도교육청,R100000001,63328000,N,630598160,미지정,결산세출,378602220,304049915,186325650,778492525,1290329400,S150001003,3213129750,18156115.7,R100000001,16,일반고등학교,N,한일여자고등학교,
,사립,04,경상북도 상주시,,경상북도교육청,경상북도교육청,R100000001,35054000,N,4669295160,복식부기,결산세출,360348060,270847890,86362660,695557434,930312340,S150001004,2291523680,35242646.1,R100000001,16,일반고등학교,N,함창고등학교,
고,사립,04,경상북도 구미시,4,경상북도교육청,경상북도교육청,R100000001,173454250,N,2215412200,미지정,결산세출,569041286,189542573,587607608,777449111,2886544133,S150001008,5426356260,17987948.7,R100000001,16,일반고등학교,N,현일고등학교,
고,사립,04,경상북도 성주군,4,경상북도교육청,경상북도교육청,R100000001,43109830,N,1016810200,복식부기,결산세출,287915120,390391500,310404527,199293580,1271147718,S150005954,2400485470,22855436.1,R100000001,16,일반고등학교,N,성주여자고등학교,
고,사립,04,경상남도 거제시,4,경상남도교육청,경상남도교육청,S100000001,220232970,N,1340413920,미지정,결산세출,440165220,181765040,142909430,469041640,1673889620,S160000464,4986621860,11716282.2,S100000001,17,일반고등학교,N,거제고등학교,
고,사립,04,경상남도 거창군,4,경상남도교육청,경상남도교육청,S100000001,0,N,875524120,미지정,결산세출,202790510,60837430,92454460,319694310,1920337810,S160000472,2151169120,19939034.6,S100000001,17,일반고등학교,N,거창고등학교,
,사립,04,경상남도 거창군,,경상남도교육청,경상남도교육청,S100000001,25387600,N,1503806620,복식부기,결산세출,300826010,270899060,145261850,471867900,2680088300,S160000473,3470341160,19363490.2,S100000001,17,일반고등학교,N,거창대성고등학교,
,사립,04,경상남도 거창군,,경상남도교육청,경상남도교육청,S100000001,0,N,145736810,복식부기,결산세출,231794290,351172450,53494650,355849820,790114840,S160000475,2855395930,15331919.2,S100000001,17,일반고등학교,N,대성일고등학교,
고,사립,04,경상남도 거창군,4,경상남도교육청,경상남도교육청,S100000001,0,N,217397370,미지정,결산세출,203456570,287719390,77134090,325251500,1035050490,S160000480,4100355730,14068390.0,S100000001,17,일반고등학교,N,거창중앙고등학교,
고,사립,04,경상남도 진주시,4,경상남도교육청,경상남도교육청,S100000001,0,N,1306142860,복식부기,결산세출,250079900,192142220,38631920,1028999330,925504440,S160000485,2461164400,21840370.0,S100000001,17,특수목적고등학교,N,경남예술고등학교,
,사립,04,경상남도 양산시,,경상남도교육청,경상남도교육청,S100000001,0,N,3233569910,미지정,결산세출,306313900,165000200,136631790,242562970,2989567030,S160000486,5041376160,22518628.2,S100000001,17,특수목적고등학교,N,경남외국어고등학교,
,사립,04,경상남도 창원시 의창구,,경상남도교육청,경상남도교육청,S100000001,46401120,N,348058340,미지정,결산세출,289305330,378640990,91628410,372621303,999227440,S160000492,4166213400,14937715.0,S100000001,17,일반고등학교,N,경상고등학교,
,사립,04,경상남도 진주시,,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,496617783,722730913,15308510,250014740,1144698534,S160000493,5560410880,11852071.4,S100000001,17,일반고등학교,N,경해여자고등학교,
,사립,04,경상남도 고성군,,경상남도교육청,경상남도교육청,S100000001,49137630,N,1292406370,미지정,결산세출,289305880,46892670,73331100,278313120,1107304060,S160000495,3736438100,18934239.5,S100000001,17,일반고등학교,N,고성고등학교,
,사립,04,경상남도 함안군,,경상남도교육청,경상남도교육청,S100000001,0,N,10560000,복식부기,결산세출,147281310,493882380,46716560,270673200,681133240,S160000505,1543668390,25348532.4,S100000001,17,일반고등학교,N,군북고등학교,
,사립,04,경상남도 김해시,,경상남도교육청,경상남도교육청,S100000001,510000000,N,169455860,복식부기,결산세출,367026017,188687918,36606680,310305020,988874580,S160000515,2907869050,15134876.0,S100000001,17,일반고등학교,N,김해중앙여자고등학교,
,사립,04,경상남도 김해시,,경상남도교육청,경상남도교육청,S100000001,0,N,886486490,복식부기,결산세출,374656610,39508630,675219540,218472750,1138958230,S160000516,5179453130,21019149.1,S100000001,17,특성화고등학교,N,김해한일여자고등학교,
,사립,04,경상남도 창녕군,,경상남도교육청,경상남도교육청,S100000001,0,N,221344870,복식부기,결산세출,136739770,154392790,62260280,178736330,992126280,S160000519,2796311000,13975111.8,S100000001,17,일반고등학교,N,남지고등학교,
,사립,04,경상남도 남해군,,경상남도교육청,경상남도교육청,S100000001,0,N,281923100,복식부기,결산세출,170754810,337491090,21438320,231229710,776237150,S160000521,2397257410,18656334.5,S100000001,17,일반고등학교,N,남해고등학교,
고,사립,04,경상남도 남해군,4,경상남도교육청,경상남도교육청,S100000001,62543020,N,982659290,복식부기,결산세출,140205000,1453392970,125009730,259928930,1867844690,S160000528,2198803820,26067600.9,S100000001,17,일반고등학교,N,남해해성고등학교,
,사립,04,경상남도 진주시,,경상남도교육청,경상남도교육청,S100000001,58862240,N,36498100,미지정,결산세출,421532637,235232110,2435094870,337910100,547451800,S160000532,4098535690,24988127.1,S100000001,17,특성화고등학교,N,경남자동차고등학교,
고,사립,04,경상남도 진주시,4,경상남도교육청,경상남도교육청,S100000001,0,N,1072840360,복식부기,결산세출,358710480,174070100,84496920,386106530,1930066850,S160000536,5373417550,12884215.4,S100000001,17,일반고등학교,N,대아고등학교,
,사립,04,경상남도 창원시 마산회원구,,경상남도교육청,경상남도교육청,S100000001,47471090,N,1770146950,복식부기,결산세출,392898070,165807350,1623740009,582700800,921783810,S160000548,5294502680,21512053.3,S100000001,17,특성화고등학교,N,마산공업고등학교,
,사립,04,경상남도 창원시 마산회원구,,경상남도교육청,경상남도교육청,S100000001,86600000,N,2662916410,복식부기,결산세출,331664850,254967110,64979390,314616720,1551239680,S160000550,3695752580,18366263.8,S100000001,17,일반고등학교,N,마산무학여자고등학교,
고,사립,04,경상남도 창원시 마산합포구,4,경상남도교육청,경상남도교육청,S100000001,30000000,N,798628530,복식부기,결산세출,289366720,107993530,140505600,135862490,1095025860,S160000551,3805055060,15135786.7,S100000001,17,일반고등학교,N,마산삼진고등학교,
,사립,04,경상남도 창원시 마산회원구,,경상남도교육청,경상남도교육청,S100000001,285783270,N,3316026730,미지정,결산세출,485581940,115042300,216300830,408723260,1527388710,S160000559,5611982470,17650191.0,S100000001,17,일반고등학교,N,마산제일고등학교,
,사립,04,경상남도 창원시 마산합포구,,경상남도교육청,경상남도교육청,S100000001,123896860,N,1944898840,미지정,결산세출,430362680,341767850,72361720,314115870,1961263590,S160000560,5042801460,19638136.0,S100000001,17,일반고등학교,N,마산제일여자고등학교,
,사립,04,경상남도 창원시 마산합포구,,경상남도교육청,경상남도교육청,S100000001,0,N,1356635696,복식부기,결산세출,381770472,160869910,109876510,311982960,1065239690,S160000561,3707668260,18005186.5,S100000001,17,일반고등학교,N,마산중앙고등학교,
고,사립,04,경상남도 함안군,4,경상남도교육청,경상남도교육청,S100000001,0,N,532908290,복식부기,결산세출,245491280,739159110,15382380,484586060,1408993730,S160000562,2927397320,18102331.0,S100000001,17,일반고등학교,N,명덕고등학교,
,사립,04,경상남도 밀양시,,경상남도교육청,경상남도교육청,S100000001,0,N,967006580,미지정,결산세출,304248336,258240480,42448020,398930565,1358402650,S160000565,3081380580,15155218.0,S100000001,17,일반고등학교,N,밀성고등학교,
,사립,04,경상남도 밀양시,,경상남도교육청,경상남도교육청,S100000001,0,N,243806700,미지정,결산세출,269022540,149678210,416904230,157631240,359690960,S160000567,2686279260,21098586.9,S100000001,17,특성화고등학교,N,밀성제일고등학교,
,사립,04,경상남도 밀양시,,경상남도교육청,경상남도교육청,S100000001,0,N,1034145520,복식부기,결산세출,174898370,216866590,31739010,147978480,704505000,S160000570,1851451700,19911888.4,S100000001,17,일반고등학교,N,밀양동명고등학교,
고,사립,04,경상남도 양산시,4,경상남도교육청,경상남도교육청,S100000001,0,N,232850210,미지정,결산세출,208896540,80323980,91452280,180039530,981612890,S160000576,2898158860,13826432.8,S100000001,17,일반고등학교,N,보광고등학교,
,사립,04,경상남도 사천시,,경상남도교육청,경상남도교육청,S100000001,124587330,N,1631399580,복식부기,결산세출,288364600,217829290,105040690,274003620,1478053310,S160000577,3736263720,14103307.3,S100000001,17,일반고등학교,N,사천고등학교,
고,사립,04,경상남도 사천시,4,경상남도교육청,경상남도교육청,S100000001,11616680,N,2398980310,미지정,결산세출,137998570,746801930,324806900,110477650,445979090,S160000580,1984514670,54045401.8,S100000001,17,특성화고등학교,N,사천여자고등학교,
고,사립,04,경상남도 밀양시,4,경상남도교육청,경상남도교육청,S100000001,0,N,860623280,미지정,결산세출,153566890,215004770,79541820,204827860,1133857930,S160000588,1854249660,21959376.6,S100000001,17,일반고등학교,N,삼랑진고등학교,
,사립,04,경상남도 사천시,,경상남도교육청,경상남도교육청,S100000001,0,N,277747450,복식부기,결산세출,252349680,1084476650,223332790,313084500,1096982460,S160000591,3518633420,16666519.6,S100000001,17,일반고등학교,N,삼천포고등학교,
,사립,04,경상남도 사천시,,경상남도교육청,경상남도교육청,S100000001,0,N,0,복식부기,결산세출,303051170,1076956240,162103820,236787570,868967880,S160000593,3745927490,16024546.8,S100000001,17,일반고등학교,N,삼천포여자고등학교,
