FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,4,인천광역시 남동구,인천광역시교육청,인천광역시교육청,E100000001,8000000,N,0,복식부기,예산세출,616780000,163349000,50260000,421221000,352068000,S040000238,5456812000,8005084.9,E100000001,4,일반고등학교,N,신명여자고등학교,,,
사립,4,인천광역시 부평구,인천광역시교육청,인천광역시교육청,E100000001,8500000,N,0,복식부기,예산세출,800631000,610843000,163610000,831555000,2291405000,S040000244,5671452000,15700447.8,E100000001,4,특수목적고등학교,N,인천외국어고등학교,,고,4.0
사립,4,인천광역시 동구,인천광역시교육청,인천광역시교육청,E100000001,5025000,N,0,복식부기,예산세출,472120000,84715000,17990000,264127000,120340000,S040000248,5337854000,11627621.8,E100000001,4,특성화고등학교,N,영화국제관광고등학교,,고,4.0
사립,4,인천광역시 미추홀구,인천광역시교육청,인천광역시교육청,E100000001,1000000,N,601200000,복식부기,예산세출,505886000,232465000,24050000,377592000,221928000,S040000254,7175375000,11145726.8,E100000001,4,일반고등학교,N,인명여자고등학교,,,
사립,4,인천광역시 중구,인천광역시교육청,인천광역시교육청,E100000001,10000000,N,0,복식부기,예산세출,521445000,51691000,83951000,225260000,409058000,S040000255,4523948000,10026425.1,E100000001,4,일반고등학교,N,인성여자고등학교,,,
사립,4,인천광역시 남동구,인천광역시교육청,인천광역시교육청,E100000001,8000000,N,0,복식부기,예산세출,550780000,95455000,0,382410000,164303000,S040000257,6090936000,9670933.7,E100000001,4,일반고등학교,N,인제고등학교,,고,4.0
사립,4,인천광역시 연수구,인천광역시교육청,인천광역시교육청,E100000001,10000000,N,0,복식부기,예산세출,614103000,84636000,64168000,321806000,171989000,S040000263,5761100000,7358955.0,E100000001,4,일반고등학교,N,인천대건고등학교,,,
사립,4,인천광역시 연수구,인천광역시교육청,인천광역시교육청,E100000001,7000000,N,0,복식부기,예산세출,530300000,45253000,22555000,433606000,95029000,S040000265,5150175000,7635380.3,E100000001,4,일반고등학교,N,박문여자고등학교,,고,4.0
사립,4,인천광역시 중구,인천광역시교육청,인천광역시교육청,E100000001,2000000,N,0,복식부기,예산세출,477993000,133585000,42716000,207600000,66004000,S040000279,4197442000,13857675.7,E100000001,4,특성화고등학교,N,인천중앙여자고등학교,,고,4.0
사립,4,인천광역시 부평구,인천광역시교육청,인천광역시교육청,E100000001,5000000,N,0,복식부기,예산세출,474044000,200619000,88024000,250220000,261959000,S040000284,3611084000,16035901.6,E100000001,4,특성화고등학교,N,인평자동차고등학교,,고,4.0
사립,4,인천광역시 미추홀구,인천광역시교육청,인천광역시교육청,E100000001,6500000,N,0,복식부기,예산세출,521111000,175024000,126898000,733856000,214632000,S040000285,5019015000,11124445.2,E100000001,4,일반고등학교,N,인하대학교사범대학부속고등학교,,,
사립,4,인천광역시 미추홀구,인천광역시교육청,인천광역시교육청,E100000001,5000000,N,90000000,복식부기,예산세출,456032000,66257000,66559000,728940000,386666000,S040000286,4509668000,11770750.0,E100000001,4,일반고등학교,N,인항고등학교,,고,4.0
사립,4,인천광역시 미추홀구,인천광역시교육청,인천광역시교육청,E100000001,10000000,N,0,복식부기,예산세출,518253000,155803000,107029000,505874000,184605000,S040000288,4894240000,14012756.0,E100000001,4,특성화고등학교,N,정석항공과학고등학교,,,
사립,4,인천광역시 부평구,인천광역시교육청,인천광역시교육청,E100000001,5000000,N,0,복식부기,예산세출,558545000,637650000,52700000,328600000,362520000,S040000291,3876375000,12546099.1,E100000001,4,일반고등학교,N,제일고등학교,,고,4.0
사립,4,인천광역시 서구,인천광역시교육청,인천광역시교육청,E100000001,5000000,N,0,복식부기,예산세출,268707000,193369000,27180000,140922000,65109000,S040000295,2734270000,15470977.5,E100000001,4,특성화고등학교,N,한국주얼리고등학교,,,
사립,4,인천광역시 중구,인천광역시교육청,인천광역시교육청,E100000001,10000000,N,75000000,복식부기,예산세출,1680552000,185282000,714917000,443236000,3691313000,S040002162,7002530000,20601238.8,E100000001,4,자율고등학교,N,인천하늘고등학교,,고,4.0
사립,4,인천광역시 연수구,인천광역시교육청,인천광역시교육청,E100000001,10000000,N,0,복식부기,예산세출,778973000,64900000,276000000,915350000,607235000,S040002244,4752219000,10327304.0,E100000001,4,자율고등학교,N,인천포스코고등학교,,,
